Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
537	12.857	-1.2857	6.9936e-002	5.6153e-004
538	13.714	-1.2857	-1.4301	5.3623e-004
539	13.714	-1.2857	-0.68006	5.3618e-004
540	13.714	-1.2857	6.9936e-002	5.3612e-004
541	14.571	-1.2857	-1.4301	5.0376e-004
542	14.571	-1.2857	-0.68006	5.0371e-004
543	14.571	-1.2857	6.9936e-002	5.0366e-004
544	15.429	-1.2857	-1.4301	4.6699e-004
545	15.429	-1.2857	-0.68006	4.6695e-004
546	15.429	-1.2857	6.9936e-002	4.6691e-004
547	16.286	-1.2857	-1.4301	4.2844e-004
548	16.286	-1.2857	-0.68006	4.284e-004
549	16.286	-1.2857	6.9936e-002	4.2836e-004
550	17.143	-1.2857	-1.4301	3.9012e-004
551	17.143	-1.2857	-0.68006	3.9009e-004
552	17.143	-1.2857	6.9936e-002	3.9006e-004
553	18.	-1.2857	-1.4301	3.5357e-004
554	18.	-1.2857	-0.68006	3.5355e-004
555	18.	-1.2857	6.9936e-002	3.5353e-004
556	18.857	-1.2857	-1.4301	3.1978e-004
557	18.857	-1.2857	-0.68006	3.1977e-004
558	18.857	-1.2857	6.9936e-002	3.1976e-004
559	19.714	-1.2857	-1.4301	2.8923e-004
560	19.714	-1.2857	-0.68006	2.8923e-004
561	19.714	-1.2857	6.9936e-002	2.8922e-004
562	20.571	-1.2857	-1.4301	2.6175e-004
563	20.571	-1.2857	-0.68006	2.6175e-004
564	20.571	-1.2857	6.9936e-002	2.6176e-004
565	21.429	-1.2857	-1.4301	2.3713e-004
566	21.429	-1.2857	-0.68006	2.3714e-004
567	21.429	-1.2857	6.9936e-002	2.3715e-004
568	22.286	-1.2857	-1.4301	2.1505e-004
569	22.286	-1.2857	-0.68006	2.1506e-004
570	22.286	-1.2857	6.9936e-002	2.1507e-004
571	23.143	-1.2857	-1.4301	1.9869e-004
572	23.143	-1.2857	-0.68006	1.9869e-004
573	23.143	-1.2857	6.9936e-002	1.987e-004
574	24.	-1.2857	-1.4301	2.0481e-004
575	24.	-1.2857	-0.68006	2.0481e-004
576	24.	-1.2857	6.9936e-002	2.0481e-004
577	24.857	-1.2857	-1.4301	2.4868e-004
578	24.857	-1.2857	-0.68006	2.4867e-004
579	24.857	-1.2857	6.9936e-002	2.4866e-004
580	25.714	-1.2857	-1.4301	3.249e-004
581	25.714	-1.2857	-0.68006	3.2487e-004
582	25.714	-1.2857	6.9936e-002	3.2485e-004
583	26.571	-1.2857	-1.4301	4.2072e-004
584	26.571	-1.2857	-0.68006	4.2069e-004
585	26.571	-1.2857	6.9936e-002	4.2065e-004
586	27.429	-1.2857	-1.4301	5.3154e-004
587	27.429	-1.2857	-0.68006	5.3151e-004
588	27.429	-1.2857	6.9936e-002	5.3147e-004
589	28.286	-1.2857	-1.4301	6.5522e-004
590	28.286	-1.2857	-0.68006	6.5518e-004
591	28.286	-1.2857	6.9936e-002	6.5514e-004
592	29.143	-1.2857	-1.4301	7.9019e-004
593	29.143	-1.2857	-0.68006	7.9015e-004
594	29.143	-1.2857	6.9936e-002	7.9011e-004
595	30.	-1.2857	-1.4301	9.3519e-004
596	30.	-1.2857	-0.68006	9.3515e-004
597	30.	-1.2857	6.9936e-002	9.3511e-004
598	30.857	-1.2857	-1.4301	1.0889e-003
599	30.857	-1.2857	-0.68006	1.0888e-003
600	30.857	-1.2857	6.9936e-002	1.0888e-003
601	31.714	-1.2857	-1.4301	1.2499e-003
602	31.714	-1.2857	-0.68006	1.2499e-003
603	31.714	-1.2857	6.9936e-002	1.2498e-003
604	32.571	-1.2857	-1.4301	1.4167e-003
605	32.571	-1.2857	-0.68006	1.4167e-003
606	32.571	-1.2857	6.9936e-002	1.4166e-003
607	33.429	-1.2857	-1.4301	1.5873e-003
608	33.429	-1.2857	-0.68006	1.5873e-003
609	33.429	-1.2857	6.9936e-002	1.5873e-003
610	34.286	-1.2857	-1.4301	1.7591e-003
611	34.286	-1.2857	-0.68006	1.7591e-003
612	34.286	-1.2857	6.9936e-002	1.7591e-003
613	35.143	-1.2857	-1.4301	1.9287e-003
614	35.143	-1.2857	-0.68006	1.9286e-003
615	35.143	-1.2857	6.9936e-002	1.9286e-003
616	0.85714	-2.1429	-1.4301	1.3727e-004
617	0.85714	-2.1429	-0.68006	1.3688e-004
618	0.85714	-2.1429	6.9936e-002	1.3697e-004
619	1.7143	-2.1429	-1.4301	1.8923e-004
620	1.7143	-2.1429	-0.68006	1.8917e-004
621	1.7143	-2.1429	6.9936e-002	1.8886e-004
622	2.5714	-2.1429	-1.4301	2.4211e-004
623	2.5714	-2.1429	-0.68006	2.4198e-004
624	2.5714	-2.1429	6.9936e-002	2.4182e-004
625	3.4286	-2.1429	-1.4301	2.9255e-004
626	3.4286	-2.1429	-0.68006	2.9243e-004
627	3.4286	-2.1429	6.9936e-002	2.9229e-004
628	4.2857	-2.1429	-1.4301	3.4102e-004
629	4.2857	-2.1429	-0.68006	3.4091e-004
630	4.2857	-2.1429	6.9936e-002	3.4079e-004
631	5.1429	-2.1429	-1.4301	3.8705e-004
632	5.1429	-2.1429	-0.68006	3.8694e-004
633	5.1429	-2.1429	6.9936e-002	3.8682e-004
634	6.	-2.1429	-1.4301	4.3014e-004
635	6.	-2.1429	-0.68006	4.3003e-004
636	6.	-2.1429	6.9936e-002	4.2992e-004
637	6.8571	-2.1429	-1.4301	4.6966e-004
638	6.8571	-2.1429	-0.68006	4.6955e-004
639	6.8571	-2.1429	6.9936e-002	4.6945e-004
640	7.7143	-2.1429	-1.4301	5.0488e-004
641	7.7143	-2.1429	-0.68006	5.0479e-004
642	7.7143	-2.1429	6.9936e-002	5.0469e-004
643	8.5714	-2.1429	-1.4301	5.3496e-004
644	8.5714	-2.1429	-0.68006	5.3486e-004
645	8.5714	-2.1429	6.9936e-002	5.3477e-004
646	9.4286	-2.1429	-1.4301	5.5881e-004
647	9.4286	-2.1429	-0.68006	5.5872e-004
648	9.4286	-2.1429	6.9936e-002	5.5863e-004
649	10.286	-2.1429	-1.4301	5.7514e-004
650	10.286	-2.1429	-0.68006	5.7506e-004
651	10.286	-2.1429	6.9936e-002	5.7498e-004
652	11.143	-2.1429	-1.4301	5.8261e-004
653	11.143	-2.1429	-0.68006	5.8253e-004
654	11.143	-2.1429	6.9936e-002	5.8246e-004
655	12.	-2.1429	-1.4301	5.802e-004
656	12.	-2.1429	-0.68006	5.8013e-004
657	12.	-2.1429	6.9936e-002	5.8006e-004
658	12.857	-2.1429	-1.4301	5.6776e-004
659	12.857	-2.1429	-0.68006	5.677e-004
660	12.857	-2.1429	6.9936e-002	5.6764e-004
661	13.714	-2.1429	-1.4301	5.4629e-004
662	13.714	-2.1429	-0.68006	5.4623e-004
663	13.714	-2.1429	6.9936e-002	5.4618e-004
664	14.571	-2.1429	-1.4301	5.1767e-004
665	14.571	-2.1429	-0.68006	5.1762e-004
666	14.571	-2.1429	6.9936e-002	5.1757e-004
667	15.429	-2.1429	-1.4301	4.8415e-004
668	15.429	-2.1429	-0.68006	4.8411e-004
669	15.429	-2.1429	6.9936e-002	4.8407e-004
670	16.286	-2.1429	-1.4301	4.4788e-004
671	16.286	-2.1429	-0.68006	4.4784e-004
672	16.286	-2.1429	6.9936e-002	4.4781e-004
673	17.143	-2.1429	-1.4301	4.1057e-004
674	17.143	-2.1429	-0.68006	4.1055e-004
675	17.143	-2.1429	6.9936e-002	4.1053e-004
676	18.	-2.1429	-1.4301	3.7353e-004
677	18.	-2.1429	-0.68006	3.7351e-004
678	18.	-2.1429	6.9936e-002	3.735e-004
679	18.857	-2.1429	-1.4301	3.3752e-004
680	18.857	-2.1429	-0.68006	3.3751e-004
681	18.857	-2.1429	6.9936e-002	3.3751e-004
682	19.714	-2.1429	-1.4301	3.0293e-004
683	19.714	-2.1429	-0.68006	3.0293e-004
684	19.714	-2.1429	6.9936e-002	3.0293e-004
685	20.571	-2.1429	-1.4301	2.6949e-004
686	20.571	-2.1429	-0.68006	2.6949e-004
687	20.571	-2.1429	6.9936e-002	2.695e-004
688	21.429	-2.1429	-1.4301	2.3721e-004
689	21.429	-2.1429	-0.68006	2.3722e-004
690	21.429	-2.1429	6.9936e-002	2.3723e-004
691	22.286	-2.1429	-1.4301	2.0285e-004
692	22.286	-2.1429	-0.68006	2.0285e-004
693	22.286	-2.1429	6.9936e-002	2.0286e-004
694	23.143	-2.1429	-1.4301	1.7165e-004
695	23.143	-2.1429	-0.68006	1.7166e-004
696	23.143	-2.1429	6.9936e-002	1.7167e-004
697	24.	-2.1429	-1.4301	1.5168e-004
698	24.	-2.1429	-0.68006	1.5168e-004
699	24.	-2.1429	6.9936e-002	1.5168e-004
700	24.857	-2.1429	-1.4301	2.1248e-004
701	24.857	-2.1429	-0.68006	2.1246e-004
702	24.857	-2.1429	6.9936e-002	2.1243e-004
703	25.714	-2.1429	-1.4301	3.0618e-004
704	25.714	-2.1429	-0.68006	3.0615e-004
705	25.714	-2.1429	6.9936e-002	3.0611e-004
706	26.571	-2.1429	-1.4301	4.1402e-004
707	26.571	-2.1429	-0.68006	4.1397e-004
708	26.571	-2.1429	6.9936e-002	4.1393e-004
709	27.429	-2.1429	-1.4301	5.3163e-004
710	27.429	-2.1429	-0.68006	5.3158e-004
711	27.429	-2.1429	6.9936e-002	5.3154e-004
712	28.286	-2.1429	-1.4301	6.5976e-004
713	28.286	-2.1429	-0.68006	6.5971e-004
714	28.286	-2.1429	6.9936e-002	6.5967e-004
715	29.143	-2.1429	-1.4301	7.977e-004
716	29.143	-2.1429	-0.68006	7.9765e-004
717	29.143	-2.1429	6.9936e-002	7.976e-004
718	30.	-2.1429	-1.4301	9.4467e-004
719	30.	-2.1429	-0.68006	9.4462e-004
720	30.	-2.1429	6.9936e-002	9.4458e-004
721	30.857	-2.1429	-1.4301	1.0996e-003
722	30.857	-2.1429	-0.68006	1.0996e-003
723	30.857	-2.1429	6.9936e-002	1.0995e-003
724	31.714	-2.1429	-1.4301	1.2613e-003
725	31.714	-2.1429	-0.68006	1.2612e-003
726	31.714	-2.1429	6.9936e-002	1.2612e-003
727	32.571	-2.1429	-1.4301	1.428e-003
728	32.571	-2.1429	-0.68006	1.428e-003
729	32.571	-2.1429	6.9936e-002	1.4279e-003
730	33.429	-2.1429	-1.4301	1.5978e-003
731	33.429	-2.1429	-0.68006	1.5978e-003
732	33.429	-2.1429	6.9936e-002	1.5978e-003
733	34.286	-2.1429	-1.4301	1.7681e-003
734	34.286	-2.1429	-0.68006	1.768e-003
735	34.286	-2.1429	6.9936e-002	1.768e-003
736	35.143	-2.1429	-1.4301	1.9359e-003
737	35.143	-2.1429	-0.68006	1.9359e-003
738	35.143	-2.1429	6.9936e-002	1.9358e-003
739	35.143	-2.1429	-2.1801	1.936e-003
740	34.286	-2.1429	-2.1801	1.7681e-003
741	33.429	-2.1429	-2.1801	1.5979e-003
742	32.571	-2.1429	-2.1801	1.4281e-003
743	31.714	-2.1429	-2.1801	1.2613e-003
744	30.857	-2.1429	-2.1801	1.0997e-003
745	30.	-2.1429	-2.1801	9.4472e-004
746	29.143	-2.1429	-2.1801	7.9774e-004
747	28.286	-2.1429	-2.1801	6.5981e-004
748	27.429	-2.1429	-2.1801	5.3167e-004
749	26.571	-2.1429	-2.1801	4.1406e-004
750	25.714	-2.1429	-2.1801	3.0622e-004
751	24.857	-2.1429	-2.1801	2.1251e-004
752	24.	-2.1429	-2.1801	1.5168e-004
753	23.143	-2.1429	-2.1801	1.7165e-004
754	22.286	-2.1429	-2.1801	2.0284e-004
755	21.429	-2.1429	-2.1801	2.3721e-004
756	20.571	-2.1429	-2.1801	2.6948e-004
757	19.714	-2.1429	-2.1801	3.0293e-004
758	18.857	-2.1429	-2.1801	3.3753e-004
759	18.	-2.1429	-2.1801	3.7354e-004
760	17.143	-2.1429	-2.1801	4.106e-004
761	16.286	-2.1429	-2.1801	4.4791e-004
762	15.429	-2.1429	-2.1801	4.8419e-004
763	14.571	-2.1429	-2.1801	5.1771e-004
764	13.714	-2.1429	-2.1801	5.4634e-004
765	12.857	-2.1429	-2.1801	5.6783e-004
766	12.	-2.1429	-2.1801	5.8027e-004
767	11.143	-2.1429	-2.1801	5.8268e-004
768	10.286	-2.1429	-2.1801	5.7522e-004
769	9.4286	-2.1429	-2.1801	5.5889e-004
770	8.5714	-2.1429	-2.1801	5.3505e-004
771	7.7143	-2.1429	-2.1801	5.0498e-004
772	6.8571	-2.1429	-2.1801	4.6976e-004
773	6.	-2.1429	-2.1801	4.3024e-004
774	5.1429	-2.1429	-2.1801	3.8716e-004
775	4.2857	-2.1429	-2.1801	3.4114e-004
776	3.4286	-2.1429	-2.1801	2.9265e-004
777	2.5714	-2.1429	-2.1801	2.4223e-004
778	1.7143	-2.1429	-2.1801	1.8906e-004
779	0.85714	-2.1429	-2.1801	1.372e-004
780	35.143	-1.2857	-2.1801	1.9287e-003
781	34.286	-1.2857	-2.1801	1.7592e-003
782	33.429	-1.2857	-2.1801	1.5874e-003
783	32.571	-1.2857	-2.1801	1.4168e-003
784	31.714	-1.2857	-2.1801	1.25e-003
785	30.857	-1.2857	-2.1801	1.0889e-003
786	30.	-1.2857	-2.1801	9.3523e-004
787	29.143	-1.2857	-2.1801	7.9023e-004
788	28.286	-1.2857	-2.1801	6.5526e-004
789	27.429	-1.2857	-2.1801	5.3158e-004
790	26.571	-1.2857	-2.1801	4.2075e-004
791	25.714	-1.2857	-2.1801	3.2492e-004
792	24.857	-1.2857	-2.1801	2.487e-004
793	24.	-1.2857	-2.1801	2.0481e-004
794	23.143	-1.2857	-2.1801	1.9868e-004
795	22.286	-1.2857	-2.1801	2.1504e-004
796	21.429	-1.2857	-2.1801	2.3713e-004
797	20.571	-1.2857	-2.1801	2.6175e-004
798	19.714	-1.2857	-2.1801	2.8924e-004
799	18.857	-1.2857	-2.1801	3.1979e-004
800	18.	-1.2857	-2.1801	3.5359e-004
801	17.143	-1.2857	-2.1801	3.9015e-004
802	16.286	-1.2857	-2.1801	4.2847e-004
803	15.429	-1.2857	-2.1801	4.6704e-004
804	14.571	-1.2857	-2.1801	5.0381e-004
805	13.714	-1.2857	-2.1801	5.3629e-004
806	12.857	-1.2857	-2.1801	5.6173e-004
807	12.	-1.2857	-2.1801	5.7767e-004
808	11.143	-1.2857	-2.1801	5.8284e-004
809	10.286	-1.2857	-2.1801	5.7755e-004
810	9.4286	-1.2857	-2.1801	5.6313e-004
811	8.5714	-1.2857	-2.1801	5.411e-004
812	7.7143	-1.2857	-2.1801	5.1282e-004
813	6.8571	-1.2857	-2.1801	4.7937e-004
814	6.	-1.2857	-2.1801	4.4166e-004
815	5.1429	-1.2857	-2.1801	4.0055e-004
816	4.2857	-1.2857	-2.1801	3.5687e-004
817	3.4286	-1.2857	-2.1801	3.1154e-004
818	2.5714	-1.2857	-2.1801	2.6563e-004
819	1.7143	-1.2857	-2.1801	2.2122e-004
820	0.85714	-1.2857	-2.1801	1.8151e-004
821	35.143	-0.42857	-2.1801	1.938e-003
822	34.286	-0.42857	-2.1801	1.766e-003
823	33.429	-0.42857	-2.1801	1.5928e-003
824	32.571	-0.42857	-2.1801	1.4222e-003
825	31.714	-0.42857	-2.1801	1.2565e-003
826	30.857	-0.42857	-2.1801	1.0972e-003
827	30.	-0.42857	-2.1801	9.4567e-004
828	29.143	-0.42857	-2.1801	8.0344e-004
829	28.286	-0.42857	-2.1801	6.72e-004
830	27.429	-0.42857	-2.1801	5.531e-004
831	26.571	-0.42857	-2.1801	4.4879e-004
832	25.714	-0.42857	-2.1801	3.6192e-004
833	24.857	-0.42857	-2.1801	2.9606e-004
834	24.	-0.42857	-2.1801	2.5458e-004
835	23.143	-0.42857	-2.1801	2.3685e-004
836	22.286	-0.42857	-2.1801	2.3571e-004
837	21.429	-0.42857	-2.1801	2.4449e-004
838	20.571	-0.42857	-2.1801	2.5976e-004
839	19.714	-0.42857	-2.1801	2.8051e-004
840	18.857	-0.42857	-2.1801	3.0673e-004
841	18.	-0.42857	-2.1801	3.382e-004
842	17.143	-0.42857	-2.1801	3.7415e-004
843	16.286	-0.42857	-2.1801	4.1329e-004
844	15.429	-0.42857	-2.1801	4.5387e-004
845	14.571	-0.42857	-2.1801	4.9373e-004
846	13.714	-0.42857	-2.1801	5.3016e-004
847	12.857	-0.42857	-2.1801	5.5969e-004
848	12.	-0.42857	-2.1801	5.7872e-004
849	11.143	-0.42857	-2.1801	5.8556e-004
850	10.286	-0.42857	-2.1801	5.8118e-004
851	9.4286	-0.42857	-2.1801	5.6783e-004
852	8.5714	-0.42857	-2.1801	5.4738e-004
853	7.7143	-0.42857	-2.1801	5.2108e-004
854	6.8571	-0.42857	-2.1801	4.8986e-004
855	6.	-0.42857	-2.1801	4.546e-004
856	5.1429	-0.42857	-2.1801	4.162e-004
857	4.2857	-0.42857	-2.1801	3.7568e-004
858	3.4286	-0.42857	-2.1801	3.3428e-004
859	2.5714	-0.42857	-2.1801	2.9365e-004
860	1.7143	-0.42857	-2.1801	2.5607e-004
861	0.85714	-0.42857	-2.1801	2.253e-004
862	35.143	0.42857	-2.1801	1.9633e-003
863	34.286	0.42857	-2.1801	1.7876e-003
864	33.429	0.42857	-2.1801	1.6134e-003
865	32.571	0.42857	-2.1801	1.4438e-003
866	31.714	0.42857	-2.1801	1.2802e-003
867	30.857	0.42857	-2.1801	1.1234e-003
868	30.	0.42857	-2.1801	9.7469e-004
869	29.143	0.42857	-2.1801	8.3546e-004
870	28.286	0.42857	-2.1801	7.0735e-004
871	27.429	0.42857	-2.1801	5.9218e-004
872	26.571	0.42857	-2.1801	4.9199e-004
873	25.714	0.42857	-2.1801	4.089e-004
874	24.857	0.42857	-2.1801	3.4469e-004
875	24.	0.42857	-2.1801	2.9974e-004
876	23.143	0.42857	-2.1801	2.7214e-004
877	22.286	0.42857	-2.1801	2.5839e-004
878	21.429	0.42857	-2.1801	2.5508e-004
879	20.571	0.42857	-2.1801	2.6043e-004
880	19.714	0.42857	-2.1801	2.7399e-004
881	18.857	0.42857	-2.1801	2.9564e-004
882	18.	0.42857	-2.1801	3.2474e-004
883	17.143	0.42857	-2.1801	3.6006e-004
884	16.286	0.42857	-2.1801	3.9989e-004
885	15.429	0.42857	-2.1801	4.4232e-004
886	14.571	0.42857	-2.1801	4.8533e-004
887	13.714	0.42857	-2.1801	5.2624e-004
888	12.857	0.42857	-2.1801	5.6102e-004
889	12.	0.42857	-2.1801	5.8391e-004
890	11.143	0.42857	-2.1801	5.9115e-004
891	10.286	0.42857	-2.1801	5.8618e-004
892	9.4286	0.42857	-2.1801	5.7323e-004
893	8.5714	0.42857	-2.1801	5.5426e-004
894	7.7143	0.42857	-2.1801	5.3016e-004
895	6.8571	0.42857	-2.1801	5.0157e-004
896	6.	0.42857	-2.1801	4.6923e-004
897	5.1429	0.42857	-2.1801	4.3406e-004
898	4.2857	0.42857	-2.1801	3.9719e-004
899	3.4286	0.42857	-2.1801	3.6002e-004
900	2.5714	0.42857	-2.1801	3.2434e-004
901	1.7143	0.42857	-2.1801	2.9241e-004
902	0.85714	0.42857	-2.1801	2.6671e-004
903	35.143	1.2857	-2.1801	2.0076e-003
904	34.286	1.2857	-2.1801	1.8239e-003
905	33.429	1.2857	-2.1801	1.6493e-003
906	32.571	1.2857	-2.1801	1.482e-003
907	31.714	1.2857	-2.1801	1.3211e-003
908	30.857	1.2857	-2.1801	1.1673e-003
909	30.	1.2857	-2.1801	1.0214e-003
910	29.143	1.2857	-2.1801	8.8483e-004
911	28.286	1.2857	-2.1801	7.5908e-004
912	27.429	1.2857	-2.1801	6.4577e-004
913	26.571	1.2857	-2.1801	5.4654e-004
914	25.714	1.2857	-2.1801	4.6281e-004
915	24.857	1.2857	-2.1801	3.9527e-004
916	24.	1.2857	-2.1801	3.4346e-004
917	23.143	1.2857	-2.1801	3.0572e-004
918	22.286	1.2857	-2.1801	2.7998e-004
919	21.429	1.2857	-2.1801	2.6495e-004
920	20.571	1.2857	-2.1801	2.6043e-004
921	19.714	1.2857	-2.1801	2.6681e-004
922	18.857	1.2857	-2.1801	2.8406e-004
923	18.	1.2857	-2.1801	3.1109e-004
924	17.143	1.2857	-2.1801	3.4601e-004
925	16.286	1.2857	-2.1801	3.8653e-004
926	15.429	1.2857	-2.1801	4.306e-004
927	14.571	1.2857	-2.1801	4.7642e-004
928	13.714	1.2857	-2.1801	5.2283e-004
929	12.857	1.2857	-2.1801	5.6731e-004
930	12.	1.2857	-2.1801	5.9658e-004
931	11.143	1.2857	-2.1801	6.013e-004
932	10.286	1.2857	-2.1801	5.9246e-004
933	9.4286	1.2857	-2.1801	5.7938e-004
934	8.5714	1.2857	-2.1801	5.6215e-004
935	7.7143	1.2857	-2.1801	5.4064e-004
936	6.8571	1.2857	-2.1801	5.1507e-004
937	6.	1.2857	-2.1801	4.8607e-004
938	5.1429	1.2857	-2.1801	4.5453e-004
939	4.2857	1.2857	-2.1801	4.216e-004
940	3.4286	1.2857	-2.1801	3.887e-004
941	2.5714	1.2857	-2.1801	3.5757e-004
942	1.7143	1.2857	-2.1801	3.3012e-004
943	0.85714	1.2857	-2.1801	3.0821e-004
944	35.143	2.1429	-2.1801	2.0601e-003
945	34.286	2.1429	-2.1801	1.8761e-003
946	33.429	2.1429	-2.1801	1.7023e-003
947	32.571	2.1429	-2.1801	1.5378e-003
948	31.714	2.1429	-2.1801	1.3798e-003
949	30.857	2.1429	-2.1801	1.2287e-003
950	30.	2.1429	-2.1801	1.0853e-003
951	29.143	2.1429	-2.1801	9.5069e-004
952	28.286	2.1429	-2.1801	8.2598e-004
953	27.429	2.1429	-2.1801	7.124e-004
954	26.571	2.1429	-2.1801	6.1105e-004
955	25.714	2.1429	-2.1801	5.2277e-004
956	24.857	2.1429	-2.1801	4.4789e-004
957	24.	2.1429	-2.1801	3.8599e-004
958	23.143	2.1429	-2.1801	3.3617e-004
959	22.286	2.1429	-2.1801	2.9771e-004
960	21.429	2.1429	-2.1801	2.7077e-004
961	20.571	2.1429	-2.1801	2.565e-004
962	19.714	2.1429	-2.1801	2.562e-004
963	18.857	2.1429	-2.1801	2.6991e-004
964	18.	2.1429	-2.1801	2.9583e-004
965	17.143	2.1429	-2.1801	3.3106e-004
966	16.286	2.1429	-2.1801	3.7256e-004
967	15.429	2.1429	-2.1801	4.1797e-004
968	14.571	2.1429	-2.1801	4.6551e-004
969	13.714	2.1429	-2.1801	5.1627e-004
970	12.857	2.1429	-2.1801	5.6811e-004
971	12.	2.1429	-2.1801	6.1506e-004
972	11.143	2.1429	-2.1801	6.1032e-004
973	10.286	2.1429	-2.1801	5.989e-004
974	9.4286	2.1429	-2.1801	5.8663e-004
975	8.5714	2.1429	-2.1801	5.7169e-004
976	7.7143	2.1429	-2.1801	5.5317e-004
977	6.8571	2.1429	-2.1801	5.3103e-004
978	6.	2.1429	-2.1801	5.0581e-004
979	5.1429	2.1429	-2.1801	4.7831e-004
980	4.2857	2.1429	-2.1801	4.4959e-004
981	3.4286	2.1429	-2.1801	4.2096e-004
982	2.5714	2.1429	-2.1801	3.9394e-004
983	1.7143	2.1429	-2.1801	3.7018e-004
984	0.85714	2.1429	-2.1801	3.5112e-004
985	0.85714	2.1429	0.81994	3.5078e-004
986	1.7143	2.1429	0.81994	3.6981e-004
987	2.5714	2.1429	0.81994	3.9355e-004
988	3.4286	2.1429	0.81994	4.2056e-004
989	4.2857	2.1429	0.81994	4.4919e-004
990	5.1429	2.1429	0.81994	4.7791e-004
991	6.	2.1429	0.81994	5.0542e-004
992	6.8571	2.1429	0.81994	5.3065e-004
993	7.7143	2.1429	0.81994	5.528e-004
994	8.5714	2.1429	0.81994	5.7133e-004
995	9.4286	2.1429	0.81994	5.8628e-004
996	10.286	2.1429	0.81994	5.9856e-004
997	11.143	2.1429	0.81994	6.1e-004
998	12.	2.1429	0.81994	6.1475e-004
999	12.857	2.1429	0.81994	5.6781e-004
1000	13.714	2.1429	0.81994	5.1599e-004
1001	14.571	2.1429	0.81994	4.6524e-004
1002	15.429	2.1429	0.81994	4.1773e-004
1003	16.286	2.1429	0.81994	3.7234e-004
1004	17.143	2.1429	0.81994	3.3087e-004
1005	18.	2.1429	0.81994	2.9567e-004
1006	18.857	2.1429	0.81994	2.6979e-004
1007	19.714	2.1429	0.81994	2.5613e-004
1008	20.571	2.1429	0.81994	2.5647e-004
1009	21.429	2.1429	0.81994	2.7078e-004
1010	22.286	2.1429	0.81994	2.9774e-004
1011	23.143	2.1429	0.81994	3.3621e-004
1012	24.	2.1429	0.81994	3.8602e-004
1013	24.857	2.1429	0.81994	4.4791e-004
1014	25.714	2.1429	0.81994	5.2278e-004
1015	26.571	2.1429	0.81994	6.1104e-004
1016	27.429	2.1429	0.81994	7.1238e-004
1017	28.286	2.1429	0.81994	8.2594e-004
1018	29.143	2.1429	0.81994	9.5064e-004
1019	30.	2.1429	0.81994	1.0853e-003
1020	30.857	2.1429	0.81994	1.2286e-003
1021	31.714	2.1429	0.81994	1.3797e-003
1022	32.571	2.1429	0.81994	1.5377e-003
1023	33.429	2.1429	0.81994	1.7022e-003
1024	34.286	2.1429	0.81994	1.876e-003
1025	35.143	2.1429	0.81994	2.06e-003
1026	0.85714	1.2857	0.81994	3.0784e-004
1027	1.7143	1.2857	0.81994	3.2972e-004
1028	2.5714	1.2857	0.81994	3.5715e-004
1029	3.4286	1.2857	0.81994	3.8828e-004
1030	4.2857	1.2857	0.81994	4.2118e-004
1031	5.1429	1.2857	0.81994	4.5412e-004
1032	6.	1.2857	0.81994	4.8567e-004
1033	6.8571	1.2857	0.81994	5.1468e-004
1034	7.7143	1.2857	0.81994	5.4026e-004
1035	8.5714	1.2857	0.81994	5.6179e-004
1036	9.4286	1.2857	0.81994	5.7903e-004
1037	10.286	1.2857	0.81994	5.9213e-004
1038	11.143	1.2857	0.81994	6.0098e-004
1039	12.	1.2857	0.81994	5.9627e-004
1040	12.857	1.2857	0.81994	5.6702e-004
1041	13.714	1.2857	0.81994	5.2256e-004
1042	14.571	1.2857	0.81994	4.7617e-004
1043	15.429	1.2857	0.81994	4.3038e-004
1044	16.286	1.2857	0.81994	3.8633e-004
1045	17.143	1.2857	0.81994	3.4583e-004
1046	18.	1.2857	0.81994	3.1096e-004
1047	18.857	1.2857	0.81994	2.8396e-004
1048	19.714	1.2857	0.81994	2.6675e-004
1049	20.571	1.2857	0.81994	2.6041e-004
1050	21.429	1.2857	0.81994	2.6496e-004
1051	22.286	1.2857	0.81994	2.8001e-004
1052	23.143	1.2857	0.81994	3.0575e-004
1053	24.	1.2857	0.81994	3.4348e-004
1054	24.857	1.2857	0.81994	3.9528e-004
1055	25.714	1.2857	0.81994	4.628e-004
1056	26.571	1.2857	0.81994	5.4651e-004
1057	27.429	1.2857	0.81994	6.4572e-004
1058	28.286	1.2857	0.81994	7.5901e-004
1059	29.143	1.2857	0.81994	8.8475e-004
1060	30.	1.2857	0.81994	1.0213e-003
1061	30.857	1.2857	0.81994	1.1672e-003
1062	31.714	1.2857	0.81994	1.321e-003
1063	32.571	1.2857	0.81994	1.4818e-003
1064	33.429	1.2857	0.81994	1.6492e-003
1065	34.286	1.2857	0.81994	1.8238e-003
1066	35.143	1.2857	0.81994	2.0075e-003
1067	0.85714	0.42857	0.81994	2.663e-004
1068	1.7143	0.42857	0.81994	2.9198e-004
1069	2.5714	0.42857	0.81994	3.239e-004
1070	3.4286	0.42857	0.81994	3.5958e-004
1071	4.2857	0.42857	0.81994	3.9675e-004
1072	5.1429	0.42857	0.81994	4.3364e-004
1073	6.	0.42857	0.81994	4.6883e-004
1074	6.8571	0.42857	0.81994	5.0118e-004
1075	7.7143	0.42857	0.81994	5.2979e-004
1076	8.5714	0.42857	0.81994	5.539e-004
